Source,source name,source type,mapping type,Target,target name,target type,mapping description
M1037,Filter Network Traffic,mitigation,mitigates,T1187,Forced Authentication,technique,"
Block SMB traffic from exiting an enterprise network with egress filtering or by blocking TCP ports 139, 445 and UDP port 137. Filter or block WebDAV protocol traffic from exiting the network. If access to external resources over SMB and WebDAV is necessary, then traffic should be tightly limited with allowlisting. (Citation: US-CERT SMB Security) (Citation: US-CERT APT Energy Oct 2017)"
M1037,Filter Network Traffic,mitigation,mitigates,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,technique,Use host-based security software to block LLMNR/NetBIOS traffic. Enabling SMB Signing can stop NTLMv2 relay attacks.(Citation: byt3bl33d3r NTLM Relaying)(Citation: Secure Ideas SMB Relay)(Citation: Microsoft SMB Packet Signing)
M1037,Filter Network Traffic,mitigation,mitigates,T1570,Lateral Tool Transfer,technique,Consider using the host firewall to restrict file sharing communications such as SMB. (Citation: Microsoft Preventing SMB)
M1037,Filter Network Traffic,mitigation,mitigates,T1090.003,Multi-hop Proxy,technique,Traffic to known anonymity networks and C2 infrastructure can be blocked through the use of network allow and block lists. It should be noted that this kind of blocking may be circumvented by other techniques like [Domain Fronting](https://attack.mitre.org/techniques/T1090/004).
M1037,Filter Network Traffic,mitigation,mitigates,T1599.001,Network Address Translation Traversal,technique,"Block Traffic	Upon identifying a compromised network device being used to bridge a network boundary, block the malicious packets using an unaffected network device in path, such as a firewall or a router that has not been compromised.  Continue to monitor for additional activity and to ensure that the blocks are indeed effective."
M1037,Filter Network Traffic,mitigation,mitigates,T1599,Network Boundary Bridging,technique,"Upon identifying a compromised network device being used to bridge a network boundary, block the malicious packets using an unaffected network device in path, such as a firewall or a router that has not been compromised.  Continue to monitor for additional activity and to ensure that the blocks are indeed effective."
M1037,Filter Network Traffic,mitigation,mitigates,T1498,Network Denial of Service,technique,"When flood volumes exceed the capacity of the network connection being targeted, it is typically necessary to intercept the incoming traffic upstream to filter out the attack traffic from the legitimate traffic. Such defenses can be provided by the hosting Internet Service Provider (ISP) or by a 3rd party such as a Content Delivery Network (CDN) or providers specializing in DoS mitigations.(Citation: CERT-EU DDoS March 2017)

Depending on flood volume, on-premises filtering may be possible by blocking source addresses sourcing the attack, blocking ports that are being targeted, or blocking protocols being used for transport.(Citation: CERT-EU DDoS March 2017)

As immediate response may require rapid engagement of 3rd parties, analyze the risk associated to critical resources being affected by Network DoS attacks and create a disaster recovery plan/business continuity plan to respond to incidents.(Citation: CERT-EU DDoS March 2017)"
M1037,Filter Network Traffic,mitigation,mitigates,T1602.002,Network Device Configuration Dump,technique,Apply extended ACLs to block unauthorized protocols outside the trusted network.(Citation: US-CERT TA17-156A SNMP Abuse 2017)
M1037,Filter Network Traffic,mitigation,mitigates,T1095,Non-Application Layer Protocol,technique,Filter network traffic to prevent use of protocols across the network boundary that are unnecessary.
M1037,Filter Network Traffic,mitigation,mitigates,T1499.001,OS Exhaustion Flood,technique,"Leverage services provided by Content Delivery Networks (CDN) or providers specializing in DoS mitigations to filter traffic upstream from services.(Citation: CERT-EU DDoS March 2017) Filter boundary traffic by blocking source addresses sourcing the attack, blocking ports that are being targeted, or blocking protocols being used for transport. To defend against SYN floods, enable SYN Cookies."
M1037,Filter Network Traffic,mitigation,mitigates,T1205.001,Port Knocking,technique,"Mitigation of some variants of this technique could be achieved through the use of stateful firewalls, depending upon how it is implemented."
M1037,Filter Network Traffic,mitigation,mitigates,T1572,Protocol Tunneling,technique,Consider filtering network traffic to untrusted or known bad domains and resources. 
M1037,Filter Network Traffic,mitigation,mitigates,T1090,Proxy,technique,Traffic to known anonymity networks and C2 infrastructure can be blocked through the use of network allow and block lists. It should be noted that this kind of blocking may be circumvented by other techniques like [Domain Fronting](https://attack.mitre.org/techniques/T1090/004).
M1037,Filter Network Traffic,mitigation,mitigates,T1498.002,Reflection Amplification,technique,"When flood volumes exceed the capacity of the network connection being targeted, it is typically necessary to intercept the incoming traffic upstream to filter out the attack traffic from the legitimate traffic. Such defenses can be provided by the hosting Internet Service Provider (ISP) or by a 3rd party such as a Content Delivery Network (CDN) or providers specializing in DoS mitigations.(Citation: CERT-EU DDoS March 2017)

Depending on flood volume, on-premises filtering may be possible by blocking source addresses sourcing the attack, blocking ports that are being targeted, or blocking protocols being used for transport.(Citation: CERT-EU DDoS March 2017)

As immediate response may require rapid engagement of 3rd parties, analyze the risk associated to critical resources being affected by Network DoS attacks and create a disaster recovery plan/business continuity plan to respond to incidents.(Citation: CERT-EU DDoS March 2017)"
M1037,Filter Network Traffic,mitigation,mitigates,T1219,Remote Access Software,technique,"Properly configure firewalls, application firewalls, and proxies to limit outgoing traffic to sites and services used by remote access tools."
M1037,Filter Network Traffic,mitigation,mitigates,T1021.002,SMB/Windows Admin Shares,technique,Consider using the host firewall to restrict file sharing communications such as SMB. (Citation: Microsoft Preventing SMB)
M1037,Filter Network Traffic,mitigation,mitigates,T1602.001,SNMP (MIB Dump),technique,Apply extended ACLs to block unauthorized protocols outside the trusted network.(Citation: US-CERT TA17-156A SNMP Abuse 2017)
M1037,Filter Network Traffic,mitigation,mitigates,T1499.002,Service Exhaustion Flood,technique,"Leverage services provided by Content Delivery Networks (CDN) or providers specializing in DoS mitigations to filter traffic upstream from services.(Citation: CERT-EU DDoS March 2017) Filter boundary traffic by blocking source addresses sourcing the attack, blocking ports that are being targeted, or blocking protocols being used for transport."
M1037,Filter Network Traffic,mitigation,mitigates,T1205,Traffic Signaling,technique,"Mitigation of some variants of this technique could be achieved through the use of stateful firewalls, depending upon how it is implemented."
M1037,Filter Network Traffic,mitigation,mitigates,T1537,Transfer Data to Cloud Account,technique,Implement network-based filtering restrictions to prohibit data transfers to untrusted VPCs.
